Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC,Recip_Administered,Census2019_18PlusPop,Administered_Dose1,Administered_Dose1_Per_100K,Administered_Dose2,Administered_Dose2_Per_100K
2021-03-24,DC,DCA,District of Columbia,705749,Report,462615,313341,65550,44398,127175,182300,3866,0,154836,21.9,10.1,154340,26.7,312829,54162,80095,55970,64.1,114465,131052,529653,71512,71492,12.4,204500,245115,13000,0,35226,36272,4695,14,35225,36253,4695,14,20481,14469,177,6,76207,10.8,76187,13.2,35133,40.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-24,DD2,DD2,Dept of Defense,0,Report,2304230,1694545,0,0,791261,887965,14920,399,1065778,0,0,1061534,0,1689549,0,0,125785,0,201208,0,0,581706,581121,0,1028900,1223430,51900,0,260703,321003,12005,0,260672,320449,11998,0,22714,47936,421,0,593711,0,593119,0,71071,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-24,DE,DEA,Delaware,973764,Report,512905,397204,52672,40791,171924,218472,6761,47,258688,26.6,13.2,258340,33.5,396784,51518,66594,143481,76,228187,120794,271513,128446,128376,16.7,238400,261105,13400,0,61680,66749,7124,17,61668,66691,7124,17,39860,39321,4749,11,135570,13.9,135500,17.6,83941,44.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-24,FL,FLA,Florida,21477737,Report,11416495,8396727,53155,39095,4053399,4151061,180922,11345,5255602,24.5,12.8,5246048,30.4,8385840,48620,66191,3250602,72.3,5669074,126054,253850,2758527,2757332,16,5309400,5737095,370000,0,1359089,1395684,179738,3754,1358509,1395069,179664,3754,1029117,1039349,63004,3220,2938265,13.7,2936996,17,2134690,47.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-24,FM,FMA,Federated States of Micronesia,103643,Report,47400,22767,45734,21967,22767,0,0,0,13815,13.3,8.7,13810,17.1,22762,28156,58633,1332,7.6,2267,12867,269028,9000,9000,11.1,46600,0,800,0,8981,19,1,0,8981,19,1,0,958,4,0,0,9001,8.7,9001,11.1,962,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-24,GA,GAA,Georgia,10617423,Report,4986855,3362513,46969,31670,1765872,1540848,55544,249,2121979,20,10.7,2117311,26.1,3357315,41379,61463,995195,65.6,1755294,115712,328741,1138620,1138125,14,2443100,2404155,139600,0,628554,509906,53071,160,628482,509483,52967,160,413119,282486,6648,101,1191691,11.2,1191092,14.7,702354,46.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-24,GU,GUA,Guam,165768,Report,87860,77636,53002,46834,37184,40424,28,0,45768,27.6,18.8,45717,35.4,77565,59989,67951,11938,42.4,22005,78085,311770,31095,31077,24,38200,48360,1300,0,15468,15627,28,0,15466,15611,28,0,4348,5541,6,0,31123,18.8,31105,24.1,9895,35.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-24,HI,HIA,Hawaii,1415872,Report,832800,632086,58819,44643,225911,305559,6856,93760,404267,28.6,16.3,402552,36.1,630742,56518,74623,156420,58.3,244656,91137,310228,231428,231181,20.7,372000,440700,20100,0,90732,122676,6942,18020,90687,122491,6927,18003,44118,44422,2174,1407,238370,16.8,238108,21.3,92121,34.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-24,IA,IAA,Iowa,3155070,Report,1570955,1346156,49791,42666,706580,603960,35497,119,860056,27.3,15.5,858183,35.3,1343501,55328,64696,423182,76.5,692839,125298,284102,487550,486734,20,790900,734955,45100,0,263992,223541,35790,17,263981,222736,35779,17,138089,131997,2863,11,523340,16.6,522513,21.5,272960,49.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-24,ID,IDA,Idaho,1787065,Report,848205,666389,47464,37290,329030,325299,11838,222,409788,22.9,13.8,409755,30.6,666361,49771,63353,199878,68.8,336412,115737,291810,246081,246071,18.4,423300,401505,23400,0,125035,120998,11620,48,125033,120990,11614,48,62829,72263,3601,27,257701,14.4,257685,19.2,138720,47.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-24,IH2,IH2,Indian Health Svc,2082813,Report,1418595,876022,68110,42060,488646,381452,5924,0,556361,26.7,15,547282,0,863396,0,0,130557,0,224745,0,0,312847,309355,0,809600,581295,27700,0,165448,147399,5811,0,165369,143986,5803,0,51226,40081,586,0,318658,15.3,315158,0,91893,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-24,IL,ILA,Illinois,12671821,Report,6452075,5177472,50917,40858,2486021,2592191,97107,2153,3399403,26.8,13.8,3389884,34.4,5165147,52417,65477,1415958,69.3,2214050,108360,315778,1746021,1743319,17.7,3028500,3245775,177800,0,843763,901568,94496,690,843523,899107,94321,689,400568,400591,21286,451,1840517,14.5,1837640,18.6,822896,40.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-24,IN,INA,Indiana,6732219,Report,3161270,2488889,46957,36970,1139312,1304429,41687,3461,1522442,22.6,14.1,1521497,29.5,2487570,48169,61215,762591,70.2,1395804,128557,291162,947935,947547,18.3,1498500,1565070,97700,0,449755,496968,41922,1212,449721,496614,41919,1212,325384,287974,5765,897,989857,14.7,989466,19.2,620020,57.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-24,KS,KSA,Kansas,2913314,Report,1565335,1115858,53730,38302,589190,510876,15571,221,762289,26.2,13.5,760395,34.4,1113522,50316,70732,360943,75.9,537703,113085,329207,394185,393534,17.8,797700,727935,39700,0,208937,185155,16114,93,208915,184526,16107,93,102737,95541,4342,61,410299,14.1,409641,18.5,202681,42.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-24,KY,KYA,Kentucky,4467673,Report,2228035,1838590,49870,41153,886727,911930,39809,124,1249160,28,13.6,1246233,36,1834518,52947,64305,516066,68.8,787417,104910,296848,607239,606761,17.5,1066100,1106235,55700,0,293637,313515,37670,87,293619,313055,37653,87,119213,168730,11623,58,644909,14.4,644414,18.6,299624,39.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-24,LA,LAA,Louisiana,4648794,Report,2363200,1725080,50835,37108,758457,920242,45578,803,1094503,23.5,12.9,1092600,30.7,1722996,48383,66360,500324,67.5,890916,120228,318911,598730,598585,16.8,1133700,1166100,63400,0,238072,360297,44296,361,238055,360170,44268,360,162932,209558,10251,71,643026,13.8,642853,18.1,382812,51.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-24,MA,MAA,Massachusetts,6892503,Report,3557950,3131419,51621,45432,1535964,1519878,75527,50,2067842,30,15,2062795,37.2,3124270,56398,64226,907880,77.6,1399433,119678,304272,1034776,1032838,18.6,1752200,1706250,99500,0,498669,536099,75512,8,498550,534280,75473,8,212401,278391,36962,4,1110288,16.1,1108311,20,527758,45.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-24,MD,MDA,Maryland,6045680,Report,3079020,2409705,50929,39858,1156171,1191681,60343,1510,1632393,27,13.6,1628426,34.6,2404872,51048,65358,684104,71.3,1027347,107083,320933,820210,819377,17.4,1445500,1551420,82100,0,395301,424498,59221,411,395257,423709,59209,411,175766,184980,23612,192,879431,14.5,878586,18.6,384550,40.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-24,ME,MEA,Maine,1344212,Report,715360,599839,53218,44624,295698,285807,18296,38,402086,29.9,15.1,401745,36.7,599312,54713,65308,224125,78.6,341437,119691,250770,203467,203268,18.6,360800,333060,21500,0,102714,100745,18405,8,102693,100567,18401,8,52480,66864,9729,4,221872,16.5,221669,20.2,129077,45.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-24,MH,MHA,Marshall Islands,58413,Report,35800,19083,61288,32669,19083,0,0,0,12150,20.8,11.8,12120,26.6,19050,41811,78574,820,8.3,1328,13374,360524,6886,6881,15.1,35000,0,800,0,6884,2,2,0,6879,2,2,0,505,0,2,0,6888,11.8,6883,15.1,507,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-24,MI,MIA,Michigan,9986857,Report,5060850,3841144,50675,38462,1823121,1959627,58396,0,2508416,25.1,13.7,2505687,31.9,3837704,48932,64528,1207341,68.4,1931612,109415,286669,1370000,1369268,17.5,2418500,2501850,140500,0,607640,762303,59276,57,607572,761639,59247,57,350015,399191,18732,46,1429276,14.3,1428515,18.2,767984,43.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-24,MN,MNA,Minnesota,5639632,Report,2814760,2380640,49910,42213,1107627,1220455,52363,195,1560304,27.7,14.7,1556966,35.9,2376523,54803,64909,733905,79.7,1146648,124584,305825,831316,830497,19.2,1352500,1386060,76200,0,373080,458190,52711,46,373045,457406,52695,46,183330,244905,29012,18,884027,15.7,883192,20.4,457265,49.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-24,MO,MOA,Missouri,6137428,Report,3026395,2229686,49310,36329,921111,1272730,35542,303,1423166,23.2,12,1421093,29.8,2226949,46717,63488,675689,63.6,1089127,102551,284961,734510,733997,15.4,1404800,1536795,84800,0,285711,448763,36871,36,285676,448286,36858,35,164279,213687,12078,15,771381,12.6,770855,16.2,390059,36.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-24,MP,MPA,Northern Mariana Islands,56882,Report,44110,25607,77546,45018,3293,22285,29,0,14895,26.2,18.8,14864,33.5,25564,57618,99418,2226,23,4212,43557,456153,10697,10685,24.1,12800,30810,500,0,1126,9571,30,0,1126,9559,30,0,285,1699,27,0,10727,18.9,10715,24.2,2011,20.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-24,MS,MSA,Mississippi,2976149,Report,1502835,1025205,50496,34447,528702,473477,22297,729,666971,22.4,12.1,666189,29.3,1024281,44973,65984,304633,62.6,498456,102417,308785,358734,358606,15.7,768400,692835,41600,0,185315,173407,21685,12,185293,173301,21679,12,107073,91680,6605,4,380419,12.8,380285,16.7,205362,42.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-24,MT,MTA,Montana,1068778,Report,589585,455003,55164,42572,240536,206978,7378,111,290203,27.2,15.5,289134,34.4,453587,53986,70173,138443,67.1,227569,110237,285600,165575,165243,19.7,303600,269685,16300,0,88278,77269,7347,28,88259,76956,7344,28,45093,45714,2280,14,172922,16.2,172587,20.5,93101,45.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-24,NC,NCA,North Carolina,10488084,Report,5239330,4167233,49955,39733,1784396,2272990,109518,329,2726114,26,13.2,2715790,33.2,4155750,50758,63993,1224574,69.9,2168540,123839,299203,1382311,1381210,16.9,2419700,2674230,145400,0,559749,822536,107538,26,559620,821564,107333,26,411635,488462,15607,20,1489849,14.2,1488543,18.2,915724,52.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-24,ND,NDA,North Dakota,762062,Report,412210,363148,54091,47653,173250,182630,7268,0,222233,29.2,16.3,221312,38,361923,62198,70840,90243,75.3,162328,135448,343953,123838,123601,21.2,206500,194610,11100,0,60291,63547,6571,0,60273,63328,6565,0,32499,32996,1209,0,130409,17.1,130166,22.4,66704,55.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-24,NE,NEA,Nebraska,1934408,Report,1012960,818325,52365,42304,384132,412762,19831,1600,529612,27.4,14.6,528330,36.2,816602,55996,69460,238109,76.2,393006,125779,324191,281598,281153,19.3,473000,508560,31400,0,134872,146309,20378,417,134843,145893,20372,417,67749,82706,1532,321,301976,15.6,301525,20.7,152308,48.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-24,NH,NHA,New Hampshire,1359711,Report,680185,554889,50024,40809,298148,242952,13762,27,390003,28.7,13.7,388825,35.2,553341,50101,61585,206111,81.2,287816,113374,267933,185762,185412,16.8,344000,316485,19700,0,112701,73056,14327,5,112623,72784,14313,5,52874,38509,8469,2,200089,14.7,199725,18.1,99854,39.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-24,NJ,NJA,New Jersey,8882190,Report,4419385,3781744,49756,42577,1858508,1845985,76776,475,2606788,29.3,14.5,2596590,37.4,3768439,54272,63647,980044,66.4,1487365,100802,299511,1291820,1288703,18.6,2110300,2188485,120600,0,619993,671820,76704,7,619903,668793,76683,7,253831,291728,22201,5,1368524,15.4,1365386,19.7,567765,38.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-24,NM,NMA,New Mexico,2096829,Report,1268025,1111612,60473,53014,505473,588182,16592,1365,706947,33.7,19.8,700386,43.2,1103218,68058,78225,258417,68.4,417716,110622,335806,415261,412060,25.4,596200,638625,33200,0,178218,236696,16202,347,178134,233579,16175,347,76664,87652,5956,211,431463,20.6,428235,26.4,170483,45.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-24,NV,NVA,Nevada,3080156,Report,1491350,1185896,48418,38501,530560,632552,22784,0,757829,24.6,13,756864,31.7,1184629,49618,62464,330834,66.7,553665,111632,300692,400761,400486,16.8,719800,731250,40300,0,181313,219447,22574,1,181293,219192,22572,1,94983,113764,7425,0,423335,13.7,423058,17.7,216172,43.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-24,NY,NYA,New York,19453561,Report,10217925,7836940,52525,40285,3687422,3976885,171632,1001,5288759,27.2,12.5,5275569,34.2,7821257,50704,66242,2059895,62.5,3143037,95355,309996,2425105,2422462,15.7,4753700,5209425,254800,0,1178026,1246887,170239,192,1177863,1244407,170204,192,529131,553102,52288,123,2595344,13.3,2592666,16.8,1134644,34.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-24,OH,OHA,Ohio,11689100,Report,5857825,4582163,50114,39200,2230355,2221624,126388,3796,2965678,25.4,13.4,2962288,32.5,4577343,50239,64293,1425452,69.7,2363100,115480,286261,1565230,1563812,17.2,2779900,2908425,169500,0,787120,777077,124423,1033,787072,775711,124403,1029,416265,496957,36850,702,1689653,14.5,1688215,18.5,950774,46.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-24,OK,OKA,Oklahoma,3956971,Report,2393005,1717541,60476,43405,794980,899376,23175,10,1111515,28.1,14.6,1104931,36.8,1709998,56910,79641,453086,71.3,783948,123431,376773,577576,576846,19.2,1187700,1142505,62800,0,260438,317137,23056,1,260417,316428,23047,1,171065,151871,5547,0,600632,15.2,599893,20,328483,51.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-24,OR,ORA,Oregon,4217737,Report,2140945,1626721,50761,38569,785927,806001,33723,1070,1044742,24.8,13.6,1041595,31.1,1621854,48397,63886,512939,67,719411,93908,279468,575141,573451,17.1,1035700,1043445,61800,0,275907,299059,33561,175,275740,297536,33544,175,95387,116702,21631,84,608702,14.4,606995,18.1,233804,30.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-24,PA,PAA,Pennsylvania,12801989,Report,6713715,5290020,52443,41322,2515953,2660193,113760,114,3578990,28,13.4,3570941,35.1,5279306,51924,66032,1624621,67.9,2461758,102858,280514,1712352,1709685,16.8,3220500,3298815,194400,0,842250,870015,115681,87,842072,867527,115673,86,421343,409108,15076,52,1828033,14.3,1825358,18,845579,35.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-24,PR,PRA,Puerto Rico,3193694,Report,1708790,920753,53505,28830,379208,531132,10163,250,596224,18.7,10.3,595761,22.7,920194,35109,65197,280139,51.6,417087,76822,314736,328792,328673,12.5,816400,846690,45700,0,134876,193909,10249,7,134856,193810,10241,7,64337,76086,2510,0,339041,10.6,338914,12.9,142933,26.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-24,RI,RIA,Rhode Island,1059361,Report,567575,488045,53577,46070,238306,238891,10847,1,317684,30,16,317245,37.1,487452,57021,66393,152342,81.4,237237,126834,303441,169565,169417,19.8,274800,277875,14900,0,90391,79173,10734,1,90387,79029,10734,1,39522,46227,1703,0,180299,17,180151,21.1,87452,46.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-24,RP,RPA,Republic of Palau,17907,Report,14800,12644,82649,70609,12603,1,40,0,8284,46.3,25,8284,59.3,12644,90528,105964,1374,45.1,2570,84428,486202,4481,4481,32.1,14600,0,200,0,4468,13,40,0,4468,13,40,0,1223,8,7,0,4521,25.2,4521,32.4,1238,40.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-24,SC,SCA,South Carolina,5148714,Report,2417045,1889498,46945,36698,716905,1135416,36152,1025,1238605,24.1,12.4,1236298,30.6,1886738,46730,59864,663218,70.8,1101403,117543,257949,637905,637470,15.8,1088200,1254045,74800,0,212856,424847,35449,202,212827,424441,35422,202,162034,275414,7382,139,673354,13.1,672892,16.7,444969,47.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-24,SD,SDA,South Dakota,884659,Report,546375,436290,61761,49317,217481,213222,5574,13,274493,31,18.4,273541,41,434961,65157,81847,125055,82.3,214560,141278,359763,162625,162258,24.3,278300,254475,13600,0,80892,81728,5620,5,80878,81375,5619,5,43328,47503,969,2,168245,19,167877,25.1,91802,60.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-24,TN,TNA,Tennessee,6829174,Report,3222500,2297569,47187,33643,1085548,1172780,36542,2699,1495500,21.9,11.1,1493152,28.1,2294992,43146,60583,719949,63,1182686,103437,281837,756757,756548,14.2,1616700,1521000,84800,0,338318,417714,36601,725,338301,417523,36545,724,215983,224139,7666,494,793358,11.6,793093,14.9,448282,39.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-24,TX,TXA,Texas,28995881,Report,14008165,9841589,48311,33941,4566585,5042705,231906,393,6453836,22.3,10.4,6423833,29.7,9797010,45365,64864,2657690,71.2,3805164,101900,375129,3007813,2993830,13.9,6432800,7138365,437000,0,1438702,1568553,227787,249,1432014,1561261,226728,248,646840,705221,102413,112,3235291,11.2,3220251,14.9,1454587,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-24,UT,UTA,Utah,3205958,Report,1418890,1178663,44258,36765,547522,602398,28743,0,722387,22.5,9.1,719344,31.6,1174644,51638,62375,267410,73.1,452134,123577,387810,292406,291778,12.8,716100,663390,39400,0,141181,151225,27346,0,141128,150650,27322,0,50252,77801,5826,0,319752,10,319100,14,133879,36.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-24,VA,VAA,Virginia,8535519,Report,4245195,3469776,49736,40651,1582620,1802177,84367,612,2279224,26.7,13.8,2272042,34,3460647,51847,63602,948055,69.8,1474347,108495,312398,1174961,1173154,17.6,2009400,2133495,102300,0,547411,627378,83980,172,547172,625810,83848,172,245888,278120,29622,122,1258941,14.7,1257002,18.8,553752,40.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-24,VA2,VA2,Veterans Health,0,Report,4156935,3558131,0,0,1908374,1600351,49405,1,2164918,0,0,2164832,0,3557993,0,0,1302951,0,2279875,0,0,1391557,1391505,0,2207100,1866735,83100,0,742391,649166,49380,0,742374,649131,49377,0,538570,437964,18875,0,1440937,0,1440882,0,995409,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-24,VI,VIA,Virgin Islands,104680,Report,52180,34472,49847,32931,14281,20191,0,0,21824,20.8,10.7,21666,26.5,34250,41947,63907,7821,43.9,12755,71673,293212,11229,11193,13.7,19800,31980,400,0,5567,5662,6,0,5562,5631,6,0,2686,2144,5,0,11235,10.7,11199,13.7,4835,27.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-24,VT,VTA,Vermont,623989,Report,355290,286384,56939,45896,141804,139902,4447,231,185840,29.8,15.1,185493,36.4,285904,56061,69667,103754,83,154998,123960,284143,94023,93887,18.4,174000,171990,9300,0,46965,46993,4329,65,46954,46868,4326,65,20784,26561,76,42,98352,15.8,98213,19.3,47463,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-24,WA,WAA,Washington,7614893,Report,3927360,3108315,51575,40819,1474731,1571022,60114,2448,2008970,26.4,14.2,2003861,33.7,3101981,52118,65986,914703,75.6,1514191,125168,324650,1078709,1077495,18.1,1862100,1963260,102000,0,551153,527119,60475,437,551088,525970,60468,437,301001,285286,22846,326,1139184,15,1137963,19.1,609459,50.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-24,WI,WIA,Wisconsin,5822434,Report,2884825,2516425,49547,43219,1165021,1306680,44521,203,1605873,27.6,15.2,1601630,35.2,2511221,55121,63322,792620,77.9,1351994,132908,283593,885784,884948,19.4,1391400,1418625,74800,0,406935,478792,43296,57,406906,477985,43267,57,264354,271785,4915,30,929080,16,928215,20.4,541084,53.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-24,WV,WVA,West Virginia,1792147,Report,992855,777941,55400,43408,389189,384213,4539,0,482432,26.9,16,481103,33.6,776306,54189,69305,233425,63.6,398983,108711,270525,287242,286965,20,499700,465855,27300,0,140052,147173,5093,17,139996,146952,5089,17,79257,82722,1216,11,292335,16.3,292054,20.4,163206,44.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-24,WY,WYA,Wyoming,578759,Report,336475,235424,58137,40677,118672,113510,3162,80,142147,24.6,15.5,141848,31.9,235046,52816,75608,65812,66.4,118363,119343,339260,89435,89354,20.1,174300,153075,9100,0,44911,44509,2993,15,44908,44431,2992,15,26715,25260,599,8,92428,16,92346,20.8,52582,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-24,LTC,LTC,Long Term Care,NA,NA,NA,7683903,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
2021-03-23,US,USA,United States,331996199,Report,164300795,128217029,49489,38620,60913292,64679659,2489153,134925,83930495,25.3,13,83705815,32.4,127929394,49560,63650,38159892,69.8,61340659,112147,300384,43061494,43000072,16.7,77739400,81993795,4567600,0,20517304,22514261,2472815,29582,20506521,22463649,2470020,29556,11121105,11722774,708594,9572,45533962,13.7,45469746,17.6,23562045,43.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-23,AK,AKA,Alaska,731545,Report,529765,376555,72417,51474,172589,200944,2966,56,231342,31.6,19.7,228061,41.3,371781,67405,96048,64999,71,116888,127624,578422,144278,142791,25.9,250200,266565,13000,0,65140,79130,2936,8,65076,77707,2927,8,31564,21718,332,3,147214,20.1,145718,26.4,53617,58.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-23,AL,ALA,Alabama,4903185,Report,2275030,1509445,46399,30785,771918,709208,28319,0,994253,20.3,11.2,993347,26,1508377,39539,59636,501603,59,793979,93427,267702,550476,550290,14.4,1095500,1110330,69200,0,280192,270260,29122,24,280166,270100,29120,24,169672,138468,11677,14,579598,11.8,579410,15.2,319831,37.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-23,AR,ARA,Arkansas,3017804,Report,1535620,1012415,50885,33548,503758,489927,18524,206,680549,22.6,11,679138,29.3,1010912,43618,66258,319124,60.9,485529,92679,293123,331747,331603,14.3,750000,744120,41500,0,165442,166263,18204,42,165421,166140,18184,42,97028,70859,3686,34,349951,11.6,349787,15.1,171607,32.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-23,AS,ASA,American Samoa,55689,Report,43210,27263,77592,48956,6006,21257,0,0,17114,30.7,18.4,16595,38.2,26469,60937,99477,2173,23,3625,38291,456428,10237,9964,22.9,12400,30810,0,0,2205,8032,3,0,2204,7760,3,0,588,919,1,0,10240,18.4,9967,22.9,1508,15.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-23,AZ,AZA,Arizona,7278717,Report,3584605,2970577,49248,40812,1367648,1573464,28429,1036,1851810,25.4,14.2,1845834,32.7,2960293,52502,63574,883553,67.5,1484158,113413,273920,1032516,1029698,18.3,1667800,1817205,99600,0,464584,567566,27042,366,464522,564810,27008,366,252906,293545,7914,251,1059558,14.6,1056706,18.7,554616,42.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-23,BP2,BP2,Bureau of Prisons,0,Report,95960,89232,0,0,35277,53614,341,0,54537,0,0,54537,0,89232,0,0,2415,0,4017,0,0,34182,34182,0,38100,56160,1700,0,12673,21509,340,0,12673,21509,340,0,658,918,2,0,34522,0,34522,0,1578,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-23,CA,CAA,California,39512223,Report,19953070,15349039,50498,38846,7357471,7756722,234001,845,10279020,26,12.6,10244550,33.5,15308820,50000,65169,4330094,74.2,7018300,120215,341772,4971315,4965718,16.2,9372800,10012470,567800,0,2374183,2597004,232117,128,2373406,2592184,231668,128,1350311,1286680,34751,87,5203432,13.2,5197386,17,2671829,45.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-23,CO,COA,Colorado,5758736,Report,2789800,2310425,48445,40120,1113510,1146968,49389,558,1451398,25.2,14.6,1447674,32.2,2305889,51251,62006,633346,75.2,1102064,130822,331168,841438,840626,18.7,1351900,1365000,72900,0,396161,445143,48357,134,396089,444403,48290,134,223163,236841,7474,80,889795,15.5,888916,19.8,467558,55.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-23,CT,CTA,Connecticut,3565287,Report,1975855,1676905,55419,47034,749099,888715,38965,126,1093483,30.7,16,1091929,38.5,1674537,59007,69625,508936,80.8,863677,137039,313506,569596,568920,20,889600,1035255,51000,0,249311,320268,38896,17,249153,319750,38867,17,124222,219278,4478,10,608492,17.1,607787,21.4,347988,55.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
